Variable,EMS_Code,Use,Media,Days,Samples,Notes,Phototoxic,Condition,MinimumLimit,MaximumLimit,Units,Statistic,WQG_Type,Reference,Reference Link,Overview Report Link,Technical Document Link
Selenium Total,SE-T,Agriculture - Livestock,Water,30,5,,,,,30,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
Silver Total,AG-T,Aquatic Life - Freshwater,Water,1,,,,EMS_0107 | EMS_1107 <= 100,,0.1,ug/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-tech.pdf
Silver Total,AG-T,Aquatic Life - Freshwater,Water,1,,,,EMS_0107 | EMS_1107 > 100,,3,ug/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-tech.pdf
Silver Total,AG-T,Aquatic Life - Marine,Water,1,,Open coast and estuaries,,,,3,ug/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-tech.pdf
Silver Total,AG-T,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG,,,,0.5,ug/g,mean,Working,"Ontario Ministry of Environment and Energy (MOEE). 1993. Guidelines for the protection and management of aquatic sediment quality in Ontario. Report No. ISBN 0772992487. Ontario Ministry of Environment, Water Resources Branch.",,,
Silver Total,AG-T,Aquatic Life - Marine,Sediment,30,5,Lower SWQG; based on National Status and Trends Program Approach,,,,1,ug/g,mean,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
Silver Total,AG-T,Aquatic Life - Marine,Sediment,30,5,Upper SWQG; based on National Status and Trends Program Approach,,,,2.2,ug/g,mean,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
Silver Total,AG-T,Aquatic Life - Freshwater,Water,30,5,,,EMS_0107 | EMS_1107 <= 100,,0.05,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-tech.pdf
Silver Total,AG-T,Aquatic Life - Freshwater,Water,30,5,,,EMS_0107 | EMS_1107 > 100,,1.5,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-tech.pdf
Silver Total,AG-T,Aquatic Life - Marine,Water,30,5,Open coast and estuaries,,,,1.5,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/silver-tech.pdf
Simazine,S001,Aquatic Life - Freshwater,Water,30,5,,,,,10,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Simazine,S001,Agriculture - Irrigation,Water,30,5,,,,,0.5,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Simazine,S001,Agriculture - Livestock,Water,30,5,,,,,10,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Styrene,S010,Aquatic Life - Freshwater,Water,30,5,,,,,72,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Sulfolane,SULF,Drinking Water,Water,1,,,,,,0.27,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Sulfolane,SULF,Aquatic Life - Freshwater,Water,30,5,,,,,50,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulfolane-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulfolane-tech.pdf
Sulfolane,SULF,Agriculture - Irrigation,Water,30,5,,,,,8.4,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulfolane-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulfolane-tech.pdf
Sulfolane,SULF,Agriculture - Livestock,Water,30,5,,,,,14,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulfolane-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulfolane-tech.pdf
Sulphate Dissolved,1121,Agriculture - Livestock,Water,30,5,,,,,"1,000",mg/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Sulphate Total,121,Drinking Water - Aesthetic,Water,1,,,,,,500,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Sulphate Total,121,Aquatic Life - Freshwater,Water,30,5,,,EMS_0107 | EMS_1107 <= 30,,128,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulphate/bc_moe_wqg_sulphate.pdf
Sulphate Total,121,Aquatic Life - Freshwater,Water,30,5,,,EMS_0107 | EMS_1107 > 30 & EMS_0107 | EMS_1107 <= 75,,218,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulphate/bc_moe_wqg_sulphate.pdf
Sulphate Total,121,Aquatic Life - Freshwater,Water,30,5,,,EMS_0107 | EMS_1107 > 75 & EMS_0107 | EMS_1107 <= 180,,309,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulphate/bc_moe_wqg_sulphate.pdf
Sulphate Total,121,Aquatic Life - Freshwater,Water,30,5,,,EMS_0107 | EMS_1107 > 180 & EMS_0107 | EMS_1107 <= 250,,429,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulphate/bc_moe_wqg_sulphate.pdf
Sulphate Total,121,Agriculture - Livestock,Water,30,5,,,,,"1,000",mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulphate/bc_moe_wqg_sulphate.pdf
Sulphide Total,125,Aquatic Life - Freshwater,Water,30,5,"Total sulphide = dissolved H2S + HS + acid-soluble metal sulphides present in suspended matter. Dissolved sulphide is that remaining after suspended solids have been removed after flocculation or settling. In aquatic environments, H2S and HS are in equilibrium as H2S = H+ + HS-. The un-ionized H2S can be calculated from dissolved sulphide, the sample pH and the ionization constant (which is dependent on the sample water temperature) of H2S.",,,,2,ug/L,mean,Working,"US Environmental Protection Agency. 1976. Quality criteria for water. Washington, DC (US): Office of Water Regulations and Standards, July 1976. 534 p. (The Red Book).",,,
Tebuthiuron,,Aquatic Life - Freshwater,Water,30,5,,,,,1.6,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Tebuthiuron,,Agriculture - Irrigation,Water,30,5,"Cereals, hay and pastures",,,,0.27,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Tebuthiuron,,Agriculture - Livestock,Water,30,5,,,,,130,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Temperature,"0013, TEMF",Drinking Water - Aesthetic,Water,,,,,,,15,C,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Temperature,"0013, TEMF",Aquatic Life - Freshwater,Water,30,5,"Streams with Bull Trout and/or Dolly Varden: 
- Short-term daily temperature is 15
- Short-term incubation temperature is 10
- Minimum incubation temperature is 2
- Short-term spawning temperature is 10",,,,,C,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
Temperature,"0013, TEMF",Aquatic Life - Freshwater,Water,30,5,"Streams with known fish distribution:
- ±1 change beyond optimum temperature range for life history phase of the most sensitive salmonid species present (optimum temperatures are availabe in the temperature overview report) 
- hourly rate not to exceed 1",,,,,C,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
Temperature,"0013, TEMF",Aquatic Life - Freshwater,Water,30,5,"Streams with unknown fish distribution:
- mean weekly short-term temperature (defined as the average of the warmest daily short-term temperatures for 7 consecutive days) = 18
- (short-term daily temperature = 19)
- hourly rate of change not to exceed 1
- short-term incubation temperature = 12 (in spring and fall)",,,,,C,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
Temperature,"0013, TEMF",Aquatic Life - Freshwater,Water,30,5,"Lakes & Impoundments:
- ± 1 change from abient background temperature",,,,,C,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
Temperature,"0013, TEMF",Agriculture - Irrigation,Water,30,5,± 1 change from abient background temperature.  Hourly rate of change up to 0.5.,,,,,C,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
Temperature,"0013, TEMF",Agriculture - Livestock,Water,30,5,± 1 change from abient background temperature.  Hourly rate of change up to 0.5.,,,,,C,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
Temperature,"0013, TEMF",Aquatic Life - Marine,Water,30,5,± 1 change from abient background temperature.  Hourly rate of change up to 0.5.  The natural temperature cycles characteristic of the site should not be altered in amplitude or frequency by human activities.,,,,,C,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
Temperature,"0013, TEMF",Recreation - Swimming,Water,,,Should not cause an appreciable increase or decrease in the deep body temperature of swimmers.,,,,,C,mean,,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
Temperature,"0013, TEMF",Wildlife,Water,30,5,± 1 change from abient background temperature.  Hourly rate of change up to 0.5.,,,,,C,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
Tetrachloromethane (carbon tetrachloride),C034,Aquatic Life - Freshwater,Water,30,5,,,,,13.3,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Tetrachloromethane (carbon tetrachloride),C034,Agriculture - Livestock,Water,30,5,,,,,5,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Thallium Total,TL-T,Aquatic Life - Freshwater,Water,30,5,"30-day average, site-specific objective for the lower Columbia River, BC",,,,0.8,ug/L,mean,Working,"MacDonald Environmental Sciences Ltd. 1997. Lower Columbia River from Birchbank to the international border: Water quality assessment and recommended objectives technical report.  Prepared for Environment Canada and BC Ministry of Environment, Lands and Parks.  218 pp.",https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_tech_birchbank_border.pdf,,
"Tin, Tributyltin",TRSN,Aquatic Life - Freshwater,Water,30,5,,,,,0.008,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Tin, Tributyltin",TRSN,Agriculture - Livestock,Water,30,5,,,,,250,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Tin, Tributyltin",TRSN,Aquatic Life - Marine,Water,30,5,,,,,0.001,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Tin, Tricyclohexyltin",,Agriculture - Livestock,Water,30,5,,,,,250,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Tin, Triethyltin",,Aquatic Life - Freshwater,Water,30,5,,,,,0.4,ug/L,mean,Working,"Ontario Ministry of Environment and Energy.  1994. Water Management Policies, Guidelines, Provincial Water Quality Objectives of the Ministry of Environment and Energy. 32 p.",,,
